1;0;1;0.125
1;0.625;0.890625;0.484375
1;0.5;1;0.625
0.890625;0.484375;0.8125;0.5625
0.8125;0.5625;0.703125;0.421875
0.640625;0.609375;0.597176;0.756016
0.597176;0.756016;0.513084;0.628267
0.513084;0.628267;0.640625;0.609375
0.875;0.6875;0.8125;0.5625
0.8125;0.5625;1;0.625
0.590473;0.432104;0.476906;0.375
0.613839;0.321429;0.590473;0.432104
0.640625;0.609375;0.654316;0.509772
0.654316;0.509772;0.8125;0.5625
0.8125;0.5625;0.640625;0.609375
0.654316;0.509772;0.5;0.5
0.5;0.5;0.590473;0.432104
0.590473;0.432104;0.654316;0.509772
0.75;0.25;0.705212;0.330115
0.613839;0.321429;0.703125;0.421875
0.703125;0.421875;0.590473;0.432104
0.703125;0.421875;0.654316;0.509772
0.5;0.5;0.476906;0.375
0.640625;0.609375;0.5;0.5
0.409936;0.452006;0.476906;0.375
0.5;0.5;0.409936;0.452006
0.38629;0.604883;0.309581;0.470547
0.309581;0.470547;0.409936;0.452006
0.409936;0.452006;0.38629;0.604883
0.38629;0.604883;0.236887;0.601126
0.409936;0.452006;0.381582;0.292755
0.381582;0.292755;0.309581;0.470547
0.309581;0.470547;0.234709;0.408609
0.234709;0.408609;0.381582;0.292755
0.38629;0.604883;0.309911;0.669708
0.309911;0.669708;0.236887;0.601126
0.640625;0.609375;0.671433;0.69826
0.671433;0.69826;0.597176;0.756016
0.513084;0.628267;0.511638;0.791754
0.511638;0.791754;0.437551;0.682381
0.67839;0.875;0.597176;0.756016
0.597176;0.756016;0.75;0.75
0.75;0.75;0.67839;0.875
0.437551;0.682381;0.420698;0.773757
0.420698;0.773757;0.309911;0.669708
0.309911;0.669708;0.437551;0.682381
0.54709;0.877411;0.597176;0.756016
0.125;0.875;0.222059;0.847059
0.222059;0.847059;0.25;1
0.25;1;0.125;0.875
0.597176;0.756016;0.511638;0.791754
0.420698;0.773757;0.25;0.75
0.25;0.75;0.309911;0.669708
0.137379;0.684906;0;0.625
0;0.625;0.0933588;0.5625
0.0933588;0.5625;0.137379;0.684906
0.163542;0.474771;0.100088;0.394861
0.100088;0.394861;0.234709;0.408609
0.234709;0.408609;0.163542;0.474771
0.776695;0.901695;0.75;1
0.75;1;0.67839;0.875
0.67839;0.875;0.776695;0.901695
0.420698;0.773757;0.320137;0.871181
0.25;0.75;0.236887;0.601126
0;0.625;0;0.5
0.0972568;0.777743;0;0.75
0;0.75;0.137379;0.684906
0.137379;0.684906;0.0972568;0.777743
0.100088;0.394861;0;0.5
0;0.5;0;0.375
0;0.375;0.100088;0.394861
0.234709;0.408609;0.178385;0.329427
0.236887;0.601126;0.0933588;0.5625
0.236887;0.601126;0.137379;0.684906
0.25;0.75;0.137379;0.684906
0.222059;0.847059;0.0972568;0.777743
0.0972568;0.777743;0.25;0.75
0;0.75;0;0.625
0.84375;0.78125;0.776695;0.901695
0.776695;0.901695;0.75;0.75
0.625;1;0.5;1
0.5;1;0.54709;0.877411
0.433256;0.88733;0.5;1
0.5;1;0.375;1
0.375;1;0.433256;0.88733
0.75;1;0.625;1
0.511638;0.791754;0.54709;0.877411
0.54709;0.877411;0.433256;0.88733
0.433256;0.88733;0.511638;0.791754
0.511638;0.791754;0.420698;0.773757
0.420698;0.773757;0.433256;0.88733
0.433256;0.88733;0.320137;0.871181
0.25;1;0.320137;0.871181
0.320137;0.871181;0.375;1
0.375;1;0.25;1
0.107326;0.248989;0.0813802;0.0813802
0;0.125;0.0813802;0.0813802
0;0.125;0;0
0.84375;0.78125;1;0.75
1;0.75;0.875;0.875
0.875;0.875;0.84375;0.78125
0.776695;0.901695;0.875;1
0.875;1;0.75;1
1;0.875;1;1
1;1;0.875;0.875
0.875;0.875;1;0.875
0.875;0.875;0.776695;0.901695
0.875;0.875;0.875;1
1;0.75;1;0.875
1;1;0.875;1
0.0972568;0.777743;0;0.875
0;0.875;0;0.75
0.125;1;0;1
0;1;0.125;0.875
0.125;0.875;0.125;1
0.125;0.875;0.0972568;0.777743
0.125;0.875;0;0.875
0.25;1;0.125;1
0;1;0;0.875
0.38629;0.604883;0.347935;0.537715
0.347935;0.537715;0.309581;0.470547
0.347935;0.537715;0.236887;0.601126
0.409936;0.452006;0.398113;0.528444
0.398113;0.528444;0.38629;0.604883
0.347935;0.537715;0.398113;0.528444
0.398113;0.528444;0.309581;0.470547
0.398113;0.528444;0.5;0.5
0.890625;0.484375;0.796875;0.453125
0.796875;0.453125;0.703125;0.421875
0.796875;0.453125;0.875;0.375
0.796875;0.453125;0.8125;0.5625
0.8125;0.5625;0.90625;0.59375
0.90625;0.59375;1;0.625
0.90625;0.59375;0.875;0.6875
0.90625;0.59375;0.890625;0.484375
0.8125;0.5625;0.78125;0.65625
0.78125;0.65625;0.75;0.75
0.78125;0.65625;0.875;0.6875
0.78125;0.65625;0.671433;0.69826
0.381582;0.292755;0.279983;0.311091
0.279983;0.311091;0.178385;0.329427
0.279983;0.311091;0.212436;0.227274
0.279983;0.311091;0.234709;0.408609
0.420698;0.773757;0.335349;0.761878
0.335349;0.761878;0.25;0.75
0.335349;0.761878;0.320137;0.871181
0.335349;0.761878;0.309911;0.669708
0.309581;0.470547;0.273234;0.535837
0.273234;0.535837;0.236887;0.601126
0.273234;0.535837;0.163542;0.474771
0.273234;0.535837;0.347935;0.537715
0.597176;0.756016;0.673588;0.753008
0.673588;0.753008;0.75;0.75
0.673588;0.753008;0.67839;0.875
0.673588;0.753008;0.671433;0.69826
0.597176;0.756016;0.55513;0.692141
0.55513;0.692141;0.513084;0.628267
0.55513;0.692141;0.640625;0.609375
0.513084;0.628267;0.512361;0.71001
0.512361;0.71001;0.511638;0.791754
0.55513;0.692141;0.512361;0.71001
0.512361;0.71001;0.597176;0.756016
0.512361;0.71001;0.437551;0.682381
0.381582;0.292755;0.345581;0.381651
0.345581;0.381651;0.309581;0.470547
0.345581;0.381651;0.234709;0.408609
0.345581;0.381651;0.409936;0.452006
0.381582;0.292755;0.394617;0.214086
0.394617;0.214086;0.407652;0.135417
0.394617;0.214086;0.5;0.25
0.394617;0.214086;0.3125;0.1875
0;0.75;0.0686893;0.717453
0.0686893;0.717453;0.137379;0.684906
0.0686893;0.717453;0;0.625
0.0686893;0.717453;0.0972568;0.777743
0.407652;0.135417;0.453826;0.0677083
0.453826;0.0677083;0.5;0
0.453826;0.0677083;0.375;0
0.453826;0.0677083;0.515625;0.125
0.15625;0.135417;0.203125;0.0677083
0.203125;0.0677083;0.25;0
0.203125;0.0677083;0.125;0
0.203125;0.0677083;0.3125;0.0833333
0.671433;0.69826;0.741967;0.63038
0.741967;0.63038;0.8125;0.5625
0.741967;0.63038;0.640625;0.609375
0.741967;0.63038;0.78125;0.65625
0.640625;0.609375;0.570312;0.554688
0.570312;0.554688;0.5;0.5
0.570312;0.554688;0.513084;0.628267
0.570312;0.554688;0.654316;0.509772
0.8125;0.5625;0.757812;0.492188
0.757812;0.492188;0.703125;0.421875
0.757812;0.492188;0.654316;0.509772
0.757812;0.492188;0.796875;0.453125
0.8125;0.5625;0.726562;0.585938
0.726562;0.585938;0.640625;0.609375
0.726562;0.585938;0.654316;0.509772
0.726562;0.585938;0.741967;0.63038
0.625;1;0.586045;0.938706
0.586045;0.938706;0.54709;0.877411
0.586045;0.938706;0.67839;0.875
0.586045;0.938706;0.5;1
0.3125;0.1875;0.234375;0.161458
0.234375;0.161458;0.15625;0.135417
0.234375;0.161458;0.3125;0.0833333
0.234375;0.161458;0.212436;0.227274
0.25;1;0.285069;0.935591
0.285069;0.935591;0.320137;0.871181
0.285069;0.935591;0.375;1
0.222059;0.847059;0.23603;0.92353
0.23603;0.92353;0.25;1
0.285069;0.935591;0.23603;0.92353
0.23603;0.92353;0.320137;0.871181
0.25;1;0.1875;0.9375
0.1875;0.9375;0.125;0.875
0.23603;0.92353;0.1875;0.9375
0.1875;0.9375;0.222059;0.847059
0.1875;0.9375;0.125;1
0.5;0.25;0.5625;0.21875
0.5625;0.21875;0.625;0.1875
0.5625;0.21875;0.613839;0.321429
0.5625;0.21875;0.515625;0.125
0.38629;0.604883;0.443145;0.552441
0.443145;0.552441;0.5;0.5
0.443145;0.552441;0.513084;0.628267
0.443145;0.552441;0.398113;0.528444
0.25;0.75;0.243443;0.675563
0.243443;0.675563;0.236887;0.601126
0.243443;0.675563;0.137379;0.684906
0.243443;0.675563;0.309911;0.669708
0.613839;0.321429;0.545373;0.348214
0.545373;0.348214;0.476906;0.375
0.545373;0.348214;0.5;0.25
0.545373;0.348214;0.590473;0.432104
0.236887;0.601126;0.165123;0.581813
0.165123;0.581813;0.0933588;0.5625
0.165123;0.581813;0.137379;0.684906
0.165123;0.581813;0.163542;0.474771
0.67839;0.875;0.637783;0.815508
0.637783;0.815508;0.597176;0.756016
0.637783;0.815508;0.54709;0.877411
0.637783;0.815508;0.673588;0.753008
0.875;0.375;0.789062;0.398438
0.789062;0.398438;0.703125;0.421875
0.789062;0.398438;0.705212;0.330115
0.789062;0.398438;0.796875;0.453125
1;0.25;0.9375;0.3125
0.9375;0.3125;0.875;0.375
0.9375;0.3125;0.875;0.25
0.9375;0.3125;1;0.375
0.75;0;0.8125;0.0625
0.8125;0.0625;0.875;0.125
0.8125;0.0625;0.75;0.125
0.8125;0.0625;0.875;0
0.875;0.125;0.9375;0.1875
0.9375;0.1875;1;0.25
0.9375;0.1875;0.875;0.25
0.9375;0.1875;1;0.125
1;0;0.9375;0.0625
0.9375;0.0625;0.875;0.125
0.9375;0.0625;0.875;0
0.9375;0.0625;1;0.125
0.75;0.25;0.8125;0.1875
0.8125;0.1875;0.875;0.125
0.8125;0.1875;0.875;0.25
0.8125;0.1875;0.75;0.125
0.875;0.375;0.8125;0.3125
0.8125;0.3125;0.75;0.25
0.8125;0.3125;0.875;0.25
0.8125;0.3125;0.705212;0.330115
1;0.75;0.9375;0.71875
0.9375;0.71875;0.875;0.6875
0.9375;0.71875;1;0.625
0.84375;0.78125;0.921875;0.765625
0.921875;0.765625;1;0.75
0.9375;0.71875;0.921875;0.765625
0.921875;0.765625;0.875;0.6875
1;0.75;0.9375;0.8125
0.9375;0.8125;0.875;0.875
0.921875;0.765625;0.9375;0.8125
0.9375;0.8125;0.84375;0.78125
0.9375;0.8125;1;0.875
0.75;0.25;0.6875;0.21875
0.6875;0.21875;0.625;0.1875
0.6875;0.21875;0.75;0.125
0.625;0.1875;0.665106;0.258807
0.665106;0.258807;0.705212;0.330115
0.6875;0.21875;0.665106;0.258807
0.665106;0.258807;0.75;0.25
0.665106;0.258807;0.613839;0.321429
0.515625;0.125;0.570312;0.0625
0.570312;0.0625;0.625;0
0.570312;0.0625;0.5;0
0.570312;0.0625;0.65625;0.09375
0.75;1;0.714195;0.9375
0.714195;0.9375;0.67839;0.875
0.714195;0.9375;0.625;1
0.714195;0.9375;0.776695;0.901695
1;1;0.9375;0.9375
0.9375;0.9375;0.875;0.875
0.9375;0.9375;1;0.875
0.9375;0.9375;0.875;1
0;1;0.0625;0.9375
0.0625;0.9375;0.125;0.875
0.0625;0.9375;0.125;1
0.0625;0.9375;0;0.875
0.107326;0.248989;0.0943529;0.165185
0.0943529;0.165185;0.0813802;0.0813802
0.0943529;0.165185;0;0.125
0.0943529;0.165185;0.15625;0.135417
0.107326;0.248989;0.0536628;0.311994
0.0536628;0.311994;0;0.375
0.0536628;0.311994;0.100088;0.394861
0.0536628;0.311994;0;0.25
0;0.5;0.0817711;0.487385
0.0817711;0.487385;0.163542;0.474771
0.0817711;0.487385;0.100088;0.394861
0.0817711;0.487385;0.0933588;0.5625
0.776695;0.901695;0.763348;0.825848
0.763348;0.825848;0.75;0.75
0.763348;0.825848;0.67839;0.875
0.763348;0.825848;0.84375;0.78125
0.137379;0.684906;0.0686893;0.654953
0.0686893;0.654953;0;0.625
0.0686893;0.654953;0.0933588;0.5625
0.0686893;0.654953;0.0686893;0.717453
0.433256;0.88733;0.466628;0.943665
0.466628;0.943665;0.5;1
0.466628;0.943665;0.375;1
0.5;1;0.523545;0.938706
0.523545;0.938706;0.54709;0.877411
0.466628;0.943665;0.523545;0.938706
0.523545;0.938706;0.433256;0.88733
0.523545;0.938706;0.586045;0.938706
0.0972568;0.777743;0.173628;0.763872
0.173628;0.763872;0.25;0.75
0.173628;0.763872;0.222059;0.847059
0.173628;0.763872;0.137379;0.684906
0.476906;0.375;0.488453;0.3125
0.488453;0.3125;0.5;0.25
0.488453;0.3125;0.381582;0.292755
0.488453;0.3125;0.545373;0.348214
0.320137;0.871181;0.347569;0.935591
0.347569;0.935591;0.375;1
0.347569;0.935591;0.433256;0.88733
0.347569;0.935591;0.285069;0.935591
1;0.375;0.945312;0.429688
0.945312;0.429688;0.890625;0.484375
0.945312;0.429688;0.875;0.375
0.945312;0.429688;1;0.5
1;0.625;0.945312;0.554688
0.945312;0.554688;0.890625;0.484375
0.945312;0.554688;1;0.5
0.945312;0.554688;0.90625;0.59375
0;0.125;0.0536628;0.186994
0.0536628;0.186994;0.107326;0.248989
0.0536628;0.186994;0;0.25
0.0536628;0.186994;0.0943529;0.165185
0.407652;0.135417;0.453826;0.192708
0.453826;0.192708;0.5;0.25
0.453826;0.192708;0.515625;0.125
0.453826;0.192708;0.394617;0.214086
0.212436;0.227274;0.297009;0.260015
0.297009;0.260015;0.381582;0.292755
0.297009;0.260015;0.3125;0.1875
0.297009;0.260015;0.279983;0.311091
0.5;0.5;0.488453;0.4375
0.488453;0.4375;0.476906;0.375
0.488453;0.4375;0.590473;0.432104
0.488453;0.4375;0.409936;0.452006
0.409936;0.452006;0.395759;0.372381
0.395759;0.372381;0.381582;0.292755
0.395759;0.372381;0.476906;0.375
0.395759;0.372381;0.345581;0.381651
0.420698;0.773757;0.370418;0.822469
0.370418;0.822469;0.320137;0.871181
0.370418;0.822469;0.433256;0.88733
0.370418;0.822469;0.335349;0.761878
0.100088;0.394861;0.050044;0.44743
0.050044;0.44743;0;0.5
0.050044;0.44743;0;0.375
0.050044;0.44743;0.0817711;0.487385
0.776695;0.901695;0.825848;0.950848
0.825848;0.950848;0.875;1
0.825848;0.950848;0.75;1
0.825848;0.950848;0.875;0.875
0.613839;0.321429;0.658482;0.371652
0.658482;0.371652;0.703125;0.421875
0.658482;0.371652;0.590473;0.432104
0.658482;0.371652;0.705212;0.330115
0.65625;0.09375;0.585938;0.109375
0.585938;0.109375;0.515625;0.125
0.585938;0.109375;0.625;0.1875
0.585938;0.109375;0.570312;0.0625
0.0972568;0.777743;0.0486284;0.826372
0.0486284;0.826372;0;0.875
0.0486284;0.826372;0;0.75
0.0486284;0.826372;0.125;0.875
0.420698;0.773757;0.365305;0.721732
0.365305;0.721732;0.309911;0.669708
0.365305;0.721732;0.437551;0.682381
0.365305;0.721732;0.335349;0.761878
0.65625;0.09375;0.703125;0.046875
0.703125;0.046875;0.75;0
0.703125;0.046875;0.75;0.125
0.703125;0.046875;0.625;0
0;0.625;0;0.5625
0;0.5625;0;0.5
0;0.5625;0.0933588;0.5625
0.654316;0.509772;0.577158;0.504886
0.577158;0.504886;0.5;0.5
0.577158;0.504886;0.590473;0.432104
0.577158;0.504886;0.570312;0.554688
0.375;0;0.391326;0.0677083
0.391326;0.0677083;0.407652;0.135417
0.391326;0.0677083;0.3125;0.0833333
0.391326;0.0677083;0.453826;0.0677083
0.100088;0.394861;0.103707;0.321925
0.103707;0.321925;0.107326;0.248989
0.103707;0.321925;0.178385;0.329427
0.103707;0.321925;0.0536628;0.311994
0.107326;0.248989;0.131788;0.192203
0.131788;0.192203;0.15625;0.135417
0.131788;0.192203;0.212436;0.227274
0.131788;0.192203;0.0943529;0.165185
0.25;0;0.3125;0
0.3125;0;0.375;0
0.3125;0;0.3125;0.0833333
0.222059;0.847059;0.159658;0.812401
0.159658;0.812401;0.0972568;0.777743
0.159658;0.812401;0.125;0.875
0.159658;0.812401;0.173628;0.763872
0.25;0.75;0.285069;0.810591
0.285069;0.810591;0.320137;0.871181
0.285069;0.810591;0.222059;0.847059
0.285069;0.810591;0.335349;0.761878
0;0;0.0625;0
0.0625;0;0.125;0
0.0625;0;0.0813802;0.0813802
0;0.125;0;0.0625
0;0.0625;0;0
0;0.0625;0.0813802;0.0813802
0.433256;0.88733;0.472447;0.839542
0.472447;0.839542;0.511638;0.791754
0.472447;0.839542;0.54709;0.877411
0.472447;0.839542;0.420698;0.773757
0.84375;0.78125;0.810223;0.841473
0.810223;0.841473;0.776695;0.901695
0.810223;0.841473;0.875;0.875
0.810223;0.841473;0.763348;0.825848
0.178385;0.329427;0.195411;0.278351
0.195411;0.278351;0.212436;0.227274
0.195411;0.278351;0.107326;0.248989
0.195411;0.278351;0.279983;0.311091
0.38629;0.604883;0.311588;0.603004
0.311588;0.603004;0.236887;0.601126
0.311588;0.603004;0.309911;0.669708
0.311588;0.603004;0.347935;0.537715
0.407652;0.135417;0.360076;0.109375
0.360076;0.109375;0.3125;0.0833333
0.360076;0.109375;0.3125;0.1875
0.360076;0.109375;0.391326;0.0677083
0.100088;0.394861;0.167398;0.401735
0.167398;0.401735;0.234709;0.408609
0.167398;0.401735;0.178385;0.329427
0.167398;0.401735;0.163542;0.474771
0.75;0.75;0.8125;0.71875
0.8125;0.71875;0.875;0.6875
0.8125;0.71875;0.84375;0.78125
0.8125;0.71875;0.78125;0.65625
0.75;0.125;0.6875;0.15625
0.6875;0.15625;0.625;0.1875
0.6875;0.15625;0.65625;0.09375
0.6875;0.15625;0.6875;0.21875
0.875;0.375;0.882812;0.429688
0.882812;0.429688;0.890625;0.484375
0.882812;0.429688;0.796875;0.453125
0.882812;0.429688;0.945312;0.429688
0.890625;0.484375;0.851562;0.523438
0.851562;0.523438;0.8125;0.5625
0.851562;0.523438;0.796875;0.453125
0.851562;0.523438;0.90625;0.59375
0.875;0.6875;0.84375;0.625
0.84375;0.625;0.8125;0.5625
0.84375;0.625;0.90625;0.59375
0.84375;0.625;0.78125;0.65625
0.875;0.6875;0.9375;0.65625
0.9375;0.65625;1;0.625
0.9375;0.65625;0.90625;0.59375
0.9375;0.65625;0.9375;0.71875
0.703125;0.421875;0.646799;0.42699
0.646799;0.42699;0.590473;0.432104
0.646799;0.42699;0.654316;0.509772
0.646799;0.42699;0.658482;0.371652
0.163542;0.474771;0.236561;0.472659
0.236561;0.472659;0.309581;0.470547
0.236561;0.472659;0.273234;0.535837
0.236561;0.472659;0.234709;0.408609
0.236887;0.601126;0.200214;0.537948
0.200214;0.537948;0.163542;0.474771
0.200214;0.537948;0.273234;0.535837
0.200214;0.537948;0.165123;0.581813
0.75;0.75;0.714195;0.8125
0.714195;0.8125;0.67839;0.875
0.714195;0.8125;0.673588;0.753008
0.714195;0.8125;0.763348;0.825848
0.309911;0.669708;0.373731;0.676044
0.373731;0.676044;0.437551;0.682381
0.373731;0.676044;0.38629;0.604883
0.373731;0.676044;0.365305;0.721732
0.234709;0.408609;0.308145;0.350682
0.308145;0.350682;0.381582;0.292755
0.308145;0.350682;0.279983;0.311091
0.308145;0.350682;0.345581;0.381651
0.279983;0.311091;0.257346;0.35985
0.257346;0.35985;0.234709;0.408609
0.257346;0.35985;0.178385;0.329427
0.257346;0.35985;0.308145;0.350682
0.78125;0.65625;0.726342;0.677255
0.726342;0.677255;0.671433;0.69826
0.726342;0.677255;0.75;0.75
0.726342;0.677255;0.741967;0.63038
0.513084;0.628267;0.576855;0.618821
0.576855;0.618821;0.640625;0.609375
0.576855;0.618821;0.55513;0.692141
0.576855;0.618821;0.570312;0.554688
0.640625;0.609375;0.618901;0.682695
0.618901;0.682695;0.597176;0.756016
0.618901;0.682695;0.55513;0.692141
0.618901;0.682695;0.671433;0.69826
0.345581;0.381651;0.290145;0.39513
0.290145;0.39513;0.234709;0.408609
0.290145;0.39513;0.309581;0.470547
0.290145;0.39513;0.308145;0.350682
0.5;0.25;0.440791;0.271378
0.440791;0.271378;0.381582;0.292755
0.440791;0.271378;0.394617;0.214086
0.440791;0.271378;0.488453;0.3125
0.513084;0.628267;0.449687;0.616575
0.449687;0.616575;0.38629;0.604883
0.449687;0.616575;0.437551;0.682381
0.449687;0.616575;0.443145;0.552441
0.511638;0.791754;0.474594;0.737067
0.474594;0.737067;0.437551;0.682381
0.474594;0.737067;0.420698;0.773757
0.474594;0.737067;0.512361;0.71001
0.54709;0.877411;0.572133;0.816713
0.572133;0.816713;0.597176;0.756016
0.572133;0.816713;0.511638;0.791754
0.572133;0.816713;0.637783;0.815508
0;0.75;0;0.6875
0;0.6875;0;0.625
0;0.6875;0.0686893;0.717453
0.375;0;0.4375;0
0.4375;0;0.5;0
0.4375;0;0.453826;0.0677083
0.125;0;0.1875;0
0.1875;0;0.25;0
0.1875;0;0.203125;0.0677083
0.15625;0.135417;0.140625;0.0677083
0.140625;0.0677083;0.125;0
0.140625;0.0677083;0.203125;0.0677083
0.140625;0.0677083;0.0813802;0.0813802
0.741967;0.63038;0.691296;0.619878
0.691296;0.619878;0.640625;0.609375
0.691296;0.619878;0.671433;0.69826
0.691296;0.619878;0.726562;0.585938
0.5;0.5;0.506542;0.564133
0.506542;0.564133;0.513084;0.628267
0.506542;0.564133;0.570312;0.554688
0.506542;0.564133;0.443145;0.552441
0.309581;0.470547;0.359758;0.461276
0.359758;0.461276;0.409936;0.452006
0.359758;0.461276;0.345581;0.381651
0.398113;0.528444;0.353847;0.499496
0.353847;0.499496;0.309581;0.470547
0.359758;0.461276;0.353847;0.499496
0.353847;0.499496;0.409936;0.452006
0.353847;0.499496;0.347935;0.537715
0.654316;0.509772;0.733408;0.536136
0.733408;0.536136;0.8125;0.5625
0.733408;0.536136;0.757812;0.492188
0.733408;0.536136;0.726562;0.585938
0.757812;0.492188;0.706064;0.50098
0.706064;0.50098;0.654316;0.509772
0.706064;0.50098;0.703125;0.421875
0.706064;0.50098;0.733408;0.536136
0.726562;0.585938;0.690439;0.547855
0.690439;0.547855;0.654316;0.509772
0.690439;0.547855;0.640625;0.609375
0.690439;0.547855;0.733408;0.536136
0.67839;0.875;0.651695;0.9375
0.651695;0.9375;0.625;1
0.651695;0.9375;0.586045;0.938706
0.651695;0.9375;0.714195;0.9375
0.54709;0.877411;0.61274;0.876206
0.61274;0.876206;0.67839;0.875
0.61274;0.876206;0.586045;0.938706
0.61274;0.876206;0.637783;0.815508
0.234375;0.161458;0.273438;0.122396
0.273438;0.122396;0.3125;0.0833333
0.273438;0.122396;0.3125;0.1875
0.3125;0.0833333;0.234375;0.109375
0.234375;0.109375;0.15625;0.135417
0.273438;0.122396;0.234375;0.109375
0.234375;0.109375;0.234375;0.161458
0.234375;0.109375;0.203125;0.0677083
0.203125;0.0677083;0.257812;0.0755208
0.257812;0.0755208;0.3125;0.0833333
0.257812;0.0755208;0.25;0
0.257812;0.0755208;0.234375;0.109375
0.375;1;0.3125;1
0.3125;1;0.25;1
0.3125;1;0.285069;0.935591
0.613839;0.321429;0.55692;0.285714
0.55692;0.285714;0.5;0.25
0.55692;0.285714;0.5625;0.21875
0.55692;0.285714;0.545373;0.348214
0.625;0.1875;0.61942;0.254464
0.61942;0.254464;0.613839;0.321429
0.61942;0.254464;0.5625;0.21875
0.61942;0.254464;0.665106;0.258807
0.25;0.75;0.193689;0.717453
0.193689;0.717453;0.137379;0.684906
0.193689;0.717453;0.243443;0.675563
0.193689;0.717453;0.173628;0.763872
0.236887;0.601126;0.187133;0.643016
0.187133;0.643016;0.137379;0.684906
0.187133;0.643016;0.243443;0.675563
0.187133;0.643016;0.165123;0.581813
0.0933588;0.5625;0.115369;0.623703
0.115369;0.623703;0.137379;0.684906
0.115369;0.623703;0.165123;0.581813
0.115369;0.623703;0.0686893;0.654953
0.705212;0.330115;0.790106;0.352557
0.790106;0.352557;0.875;0.375
0.790106;0.352557;0.789062;0.398438
0.790106;0.352557;0.8125;0.3125
0.789062;0.398438;0.747137;0.364276
0.747137;0.364276;0.705212;0.330115
0.747137;0.364276;0.703125;0.421875
0.747137;0.364276;0.790106;0.352557
